gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,No,No,-1.2394159394088855,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.17788328307068677,-0.9526767794736197,No
Female,No,No,-0.017184015389839363,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,0.6398925919124097,0.21993817618375014,Yes
Male,No,No,0.30874449768190626,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.08814046768416492,0.19750538880383736,No
Male,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),-1.4640778577049338,-0.9981379149603458,No
Male,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.807744894764978,-0.9679848959354286,Yes
Female,No,No,-1.0357106187390444,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.1695737631274903,-0.7879049783645257,No
Female,Yes,No,-0.7097821056672988,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.4553021366008836,-0.6935637476625717,No
Female,Yes,Yes,-0.6282999773993624,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.9839067175607433,-0.2982658296336459,Yes
Male,No,No,-0.546817849131426,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.44711172923025183,-0.34955022556117515,Yes
Male,No,No,1.5717174858349205,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.3045350747955617,-0.16993352188897262,No
Female,Yes,Yes,0.8791193955574611,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),-0.15948322662308967,0.4370310900412741,No
Male,Yes,No,-0.057925079523807564,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.8559401104355175,0.2851851624863874,No
Female,No,No,-0.8727463622031716,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0.3856212816505982,-0.6372942878728396,No
Female,No,No,-0.5875589132653942,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.6698068637079171,-0.3704169088073871,No
Female,No,No,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.5057445699934806,2.4102120094809014,No
Female,No,No,1.5717174858349205,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.158406636367869,2.059250278899001,No
Male,No,No,-1.117192747006981,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),-0.644759191305763,-0.9125536327242968,No
Male,Yes,No,0.22726236941396985,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.13965949133198285,0.17035223121812176,No
Male,No,Yes,-1.117192747006981,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.5367354320442089,-0.9035319906019917,No
Male,No,No,-1.2394159394088855,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6863067910217452,-0.9664187918017276,Yes
Female,No,No,0.7976372672895247,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),-0.1644689385890075,0.3617257447954312,No
Female,No,No,-0.9949695546050762,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.36401652979828725,-0.7398410219231981,Yes
Female,No,No,1.449494293433016,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.526883120684938,1.3441583083292923,No
Male,Yes,Yes,1.490235357566984,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.470725473659491,-0.38830578841909735,No
Female,Yes,No,0.39022662594984264,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.05324048392273988,0.19609368930303664,No
Female,No,No,0.7161551390215882,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,1.176687580242901,1.2154510179047189,No
Female,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.5189206893300304,-0.9988658225154462,Yes
Male,Yes,No,-1.2801570035428536,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5152497927644627,-0.9718670695626307,Yes
Male,Yes,No,0.02355704874412884,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6730115591126309,-0.3620570008260824,No
Female,No,No,-1.0357106187390444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.477373089614048,-0.940853796154413,No
Male,Yes,Yes,1.286530036897143,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.8974877101514999,1.6222189943776513,No
Female,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.3357641619914195,-0.974249312470232,Yes
Male,No,No,1.0828247162273021,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.4823588015799658,-0.4813014930343505,No
Female,Yes,No,-1.0764516828730126,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.48023069643047295,-0.8685262545430718,No
Female,No,No,-1.1986748752749172,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5288921132618662,-0.9825871626468369,No
Female,Yes,No,-0.7097821056672988,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),-1.4740492816367694,-0.8613574680155676,No
Male,Yes,Yes,-0.7912642339352352,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,-0.00160234770235694,-0.6202436048397298,No
Female,No,No,-0.3838535925955532,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1268304605837223,-0.015087732894884145,No
Male,Yes,No,-0.057925079523807564,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.8193782226854534,0.23132000340895673,No
Male,No,No,-0.13940720779174395,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,-0.20103082633907196,-0.2590029372676234,No
Female,Yes,No,0.6754140748876201,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),-1.465739761693573,-0.5519967570978909,No
Female,Yes,No,0.9606015238253974,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6914116155602276,1.155608193753585,No
Female,No,No,1.2457889727631748,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.5152497927644627,1.1964371902533082,No
Male,Yes,No,1.2457889727631748,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.4986307528780698,1.213509931091118,No
Male,Yes,Yes,-0.34311252846158496,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.500292656866709,-0.18773417028188275,No
Male,Yes,No,0.14578024114603344,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),-0.35558789728252604,-0.12813398198244874,No
Female,No,No,-0.954228490471108,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5335307366394948,-0.6756969258555615,Yes
Male,No,No,-1.1986748752749172,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.3311255386137903,-0.9777565034175342,Yes
Female,Yes,No,-0.46533572086348957,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,0.5351926406281345,-0.25073126050511874,No
Male,Yes,Yes,-0.7912642339352352,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.339435058556987,-0.8557106700123644,No
Male,Yes,Yes,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.4840207055686052,-0.9984026086167459,No
Female,Yes,Yes,-0.3023714643276168,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.487344513545884,-0.7778466194213199,No
Male,Yes,Yes,1.5717174858349205,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.5023016494436374,-0.39520988129020124,No
Male,No,No,1.3680121651650794,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.6453445050391813,2.25007234735881,No
Female,No,No,0.5124498183517473,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.1800113882201795,0.970829963781579,No
Female,Yes,No,-0.4245946567295214,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.5052783688326271,-0.25448108730412083,No
Female,Yes,No,1.4087532292990477,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.4607540497276552,-0.42170130473491635,No
Female,Yes,No,1.449494293433016,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0.8359972625718463,1.628306948474855,No
Female,No,No,0.6754140748876201,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.8659115343673532,0.9849028431801874,Yes
Female,No,No,-1.157933811140949,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.5334116240669303,-0.9279499804049057,No
Male,Yes,No,1.2457889727631748,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.5052783688326271,1.2162230410692192,No
Female,Yes,No,-1.2394159394088855,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.4953069449007914,-0.9345011484008093,Yes
Male,No,No,-0.46533572086348957,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.477373089614048,-0.8208152229769444,No
Male,Yes,Yes,0.9198604596914293,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),-0.24091652206641506,0.3366460208515169,Yes
Male,No,Yes,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.4806968975913266,-0.9983584930073459,No
Female,No,No,-0.6282999773993624,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5089492653981946,-0.8493359644540608,No
Male,No,No,-0.09866614365777576,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.1833351961974583,0.2880526770973891,No
Male,Yes,Yes,-0.4245946567295214,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.22762129015730054,-0.44622958356133047,No
Female,No,No,-0.954228490471108,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-0.17610226650948257,-0.7734571162860174,No
Male,Yes,Yes,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5155968813527516,-0.9988217069060462,No
Female,Yes,No,-0.46533572086348957,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.721325887355735,-0.20937287669259508,Yes
Male,No,No,-0.546817849131426,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,-0.17444036252084338,-0.5023446387181625,No
Female,Yes,Yes,1.490235357566984,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.301330379390848,2.2779534124996257,Yes
Male,No,No,-1.2801570035428536,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3194922106933153,-0.9962188859514447,Yes
Female,Yes,No,1.6124585499688886,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),1.301330379390848,2.3264805828396535,No
Male,Yes,Yes,1.5309764217009523,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),0.13799758734334366,1.1361532100081735,No
Female,No,No,1.3680121651650794,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.2730780115839797,1.9021325360208112,No
Female,Yes,Yes,-1.0357106187390444,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3327874426024295,-0.9415375881001133,No
Female,Yes,Yes,0.5531908824857155,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.5090683779707594,1.1861803110678024,No
Male,No,No,0.26800343354793804,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.5267640081123731,-0.17754346451047695,Yes
Female,Yes,Yes,-0.017184015389839363,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.07804993117976428,-0.10488505582863543,No
Male,No,No,-0.34311252846158496,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.8227020306627317,-0.04241735291819968,No
Male,Yes,Yes,-1.0764516828730126,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6232735520260166,-0.7966178112210306,Yes
Female,No,No,0.18652130528000166,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.46871648108256286,0.30600773012319926,No
Male,No,Yes,-0.9949695546050762,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.477373089614048,-0.928457309913006,No
Female,Yes,Yes,1.6124585499688886,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0.22109278677530825,1.209892451120316,No
Male,Yes,No,1.5717174858349205,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),-0.6131830155216162,0.47208094170959425,No
Female,Yes,No,-0.6690410415333305,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9922162375039397,-0.3626966771623827,No
Female,Yes,No,1.0013425879593656,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.49518783232822666,0.22018081203545034,No
Male,No,No,1.3680121651650794,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.3078588827728401,-0.25770152679032265,No
Female,No,No,-0.6282999773993624,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8094067987536177,-0.34692534680187365,Yes
Female,No,Yes,-0.46533572086348957,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4640778577049338,-0.807801118203937,No
Male,Yes,No,1.3680121651650794,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),0.043269059990903753,0.9463458005645651,No
Female,Yes,No,-0.6282999773993624,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.3523832018778124,-0.4238409117908177,No
Male,No,Yes,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.18785470700252244,-0.9762124570885333,Yes
Male,Yes,No,1.0420836520933339,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),-0.149511802691254,0.5649001838872474,Yes
Female,Yes,Yes,-0.9949695546050762,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),-1.454106433773098,-0.9456403397743157,No
Male,No,No,-0.22088933605968036,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),0.15129281925245772,-0.15705176394416523,No
Male,Yes,No,0.06429811287809704,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,0.7994353748217815,0.3162866671134052,No
Male,No,No,-0.09866614365777576,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0703257249699862,0.3255730028921106,No
Male,No,No,0.02355704874412884,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.05324048392273988,-0.016720010442684997,No
Male,No,Yes,-1.2801570035428536,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.3311255386137903,-0.9963732905843448,Yes
Male,Yes,Yes,-0.750523169801267,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,0.14630710728654012,-0.5905537997135129,No
Female,No,Yes,-0.6690410415333305,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),0.48865932894623415,-0.4495823698757323,No
Female,No,No,0.6754140748876201,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.1916447161406547,1.1622034773588885,No
Male,Yes,Yes,-0.546817849131426,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,1.279725627538537,-0.11937703351654366,Yes
Female,Yes,Yes,1.5309764217009523,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),0.4953069449007914,1.5263998907607967,No
Female,Yes,Yes,-0.017184015389839363,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.11294991494118954,-0.18469019323328095,No
Female,No,No,-0.5875589132653942,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16624995515021143,-0.468353561675443,No
Male,No,No,0.18652130528000166,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,-0.8059638782037742,-0.39370995057060043,No
Female,No,No,-1.157933811140949,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.36069272182100887,-0.8739083588898748,No
Female,Yes,No,-0.6690410415333305,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.8609258224014357,-0.4007463902699044,No
Male,Yes,No,-0.6282999773993624,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.52189740871902,-0.417510321841914,No
Female,No,Yes,-0.546817849131426,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,-0.1395403787594181,-0.4347595251173239,No
Male,Yes,No,1.1235657803612702,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),1.2082637560270477,1.669378580826278,No
Male,Yes,Yes,0.7568962031555565,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.3244779226592331,-0.4680888680190429,No
Male,Yes,Yes,-0.18014827192571217,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.4790349936026874,-0.7920297878434279,No
Male,No,No,0.43096769008381086,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,-0.15948322662308967,0.11701645945349144,No
Male,Yes,No,0.39022662594984264,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,-1.4806968975913266,-0.6387059873736404,No
Male,No,No,-1.1986748752749172,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.45542124917344834,-0.90051007135809,Yes
Female,No,No,-1.2801570035428536,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6663639431580737,-0.9875501687043396,No
Female,No,No,-1.1986748752749172,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.493992129500441,-0.979168202918335,Yes
Female,No,No,1.2457889727631748,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),1.103563804742772,1.7360152088250163,No
Male,No,No,-1.1986748752749172,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5019545608553487,-0.8921942789861852,Yes
Male,Yes,No,1.449494293433016,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.4259731785387948,2.222367744655594,No
Female,No,No,-0.09866614365777576,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.160068540356508,0.30177263162079687,Yes
Female,No,No,1.1235657803612702,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,1.3262589392204374,1.7869025642679455,No
Male,No,No,-0.7097821056672988,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),-0.20601653830498978,-0.592737522378814,Yes
Male,No,No,0.5124498183517473,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9672876776743504,0.8456739799137076,No
Female,Yes,No,1.5309764217009523,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7196639833670958,1.6176750866094487,No
Male,Yes,No,-0.9134874263371398,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.120182844629165,-0.5494821673620894,Yes
Male,No,No,-1.157933811140949,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5089492653981946,-0.9660879247312274,No
Female,No,No,-1.2801570035428536,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,-0.4769068884531943,-0.9850355789685383,Yes
Female,Yes,No,1.449494293433016,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.3244779226592331,-0.2948689277098439,No
Male,Yes,Yes,-0.4245946567295214,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.3390879699686979,-0.3129342697591542,No
Male,Yes,Yes,0.22726236941396985,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.9922162375039397,0.5915901275742625,Yes
Female,No,No,-1.2801570035428536,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1783494842315403,-0.9630660054873257,Yes
Male,Yes,No,-0.5875589132653942,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,0.44544982524161264,-0.3593438908479808,No
Male,No,No,-0.13940720779174395,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.977259101606186,0.1430667268042062,No
Female,No,No,-0.6690410415333305,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7861401429126675,-0.3799238226330926,Yes
Male,No,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16791185913885065,-0.9764771507449334,Yes
Male,No,No,-0.8320052980692034,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.561783104446363,-0.6285152816022346,Yes
Male,No,No,-0.057925079523807564,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,-0.4902021203623088,-0.335234710310867,No
Male,No,No,-1.157933811140949,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.5019545608553487,-0.8642249826265692,Yes
Female,Yes,No,0.6346730107536519,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,0.15794043520701498,0.508343972636415,No
Female,No,No,-0.7097821056672988,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),-1.3095207867614798,-0.8310059287483503,Yes
Male,No,No,0.7161551390215882,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.8409829745377638,0.9997256879385956,No
Male,No,No,-1.0357106187390444,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.6696877511353523,-0.8650190635957696,No
Male,Yes,No,0.3494855618158745,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.629921167980574,0.43685462760367416,Yes
Male,Yes,Yes,1.449494293433016,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),0.5169116967531019,1.3639882747546037,No
Female,Yes,No,-0.2616304001936486,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.1068876127200504,0.10031870129558175,No
Male,No,No,1.0013425879593656,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),-0.38051645711211546,0.3559024843546279,No
Female,No,No,-1.1986748752749172,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.5039635534322768,-0.9803593243721355,No
Female,No,No,-1.2801570035428536,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.459092145739016,-0.9980717415462457,Yes
Male,Yes,Yes,-0.546817849131426,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),-0.5267640081123731,-0.5857231404842101,No
Female,No,No,-1.1986748752749172,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.35226408930524744,-0.9453535883132156,No
Female,No,No,1.0828247162273021,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,-1.3410969625456262,-0.3486017399590747,No
Female,Yes,No,-1.2801570035428536,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.15295472324109738,-0.9766756709872334,Yes
